kegg_id,drug_name,drug_name_jp,drug_name_0_jp
D00297,Digitoxin (JAN/USP/INN); Crystodigin (TN),,ジギトキシン
D00298,Digoxin (JP18/USP); Lanoxicaps (TN); Lanoxin (TN),ジゴキシン,ジゴキシン
D00299,Dihydrotachysterol (JAN/USP/INN); Hytakerol (TN),,ジヒドロタキステロール
D00300,Diphenhydramine (JP18/INN); Restamin (TN),レスタミン,ジフェンヒドラミン
D00301,Atropine sulfate and diphenoxylate hydrochloride; Diphenoxylate and atropine; Lomotil (TN),,アトロピン硫酸塩･ジフェノキシラート塩酸塩
D00302,Dipyridamole (JP18/USP/INN); Persantine (TN),ジピリダモール,ジピリダモール
D00303,Disopyramide (JP18/USAN/INN); Rythmodan P (TN),リスモダン,ジソピラミド
D00304,Divalproex sodium (USP); Valproate semisodium (INN); Depakote (TN),,ジバルプロエクスナトリウム
D00305,Docusate sodium (USP); Sodium dioctyl sulfosuccinate (INN); Dioctyl sodium sulfosuccinate (JAN); Colace (TN),,ジオクチルソジウムスルホサクシネート
D00306,Dronabinol (USP/INN); Tetrahydrocannabinol; THC; Marinol (TN),,ドロナビノール
D00307,Doxycycline (USP); Doxycycline hydrate; Monodox (TN); Oracea (TN); Vibramycin (TN),,ドキシサイクリン水和物
D00308,Droperidol (JP18/USP/INN); Droleptan (TN); Inapsine (TN),ドロレプタン,ドロペリドール
D00309,Metoprine (USAN),,メトプリン
D00310,Enoxacin (USAN/INN); Penetrex (TN),,エノキサシン
D00311,Estazolam (JP18/USP/INN); ProSom (TN),エスタゾラム,エスタゾラム
D00312,Estrone sodium sulfate; Sodium estrone sulfate,,エストロン硫酸ナトリウム
D00313,Ethacrynic acid (USP); Etacrynic acid (JP18/INN),,エタクリン酸
D00314,Etidronate disodium (JP18/USP); Didronel (TN),ダイドロネル,エチドロン酸二ナトリウム
D00315,Etodolac (JP18/USP/INN); Lodine (TN),オステラック,エトドラク
D00316,Etretinate (JAN/USAN/INN); Tegison (TN),チガソン,エトレチナート
D00317,Famciclovir (JAN/USP/INN); Famvir (TN),ファムビル,ファムシクロビル
D00318,Famotidine (JP18/USP/INN); Fluxid (TN); Pepcid (TN),ガスター,ファモチジン
D00319,Felodipine (JP18/USP/INN); Plendil (TN),スプレンジール,フェロジピン
D00320,Fentanyl (JAN/USP/INN); Duragesic (TN); Subsys (TN),デュロテップ,フェンタニル
D00321,Finasteride (JAN/USP/INN); Propecia (TN); Proscar (TN),フィナステリド,フィナステリド
D00322,Fluconazole (JP18/USP/INN); Diflucan (TN),ジフルカン,フルコナゾール
D00323,Flucytosine (JP18/USP/INN); Ancobon (TN),アンコチル,フルシトシン
D00324,Flunisolide (JAN/USP); Aerospan (TN); Nasalide (TN),,フルニソリド
D00325,Fluocinonide (JP18/USP/INN); Lidex (TN); Vanos (TN),トプシム,フルオシノニド
D00326,Fluoxetine (USAN/INN); Fluoxetine (TN),,フルオキセチン
D00327,Fluoxymesterone (JAN/USP/INN); Androxy (TN); Halotestin (TN),,フルオキシメステロン
D00328,Flurandrenolide (USP); Fludroxycortide (JAN/INN); Cordran (TN),,フルドロキシコルチド
D00329,Flurazepam (JAN/INN); Insumin (TN),,フルラゼパム
D00330,Flurbiprofen (JP18/USP/INN); Ansaid (TN),アドフィード,フルルビプロフェン
D00331,Furosemide (JP18/USP/INN); Frusemide; Lasix (TN),フロセミド,フロセミド
D00332,Gabapentin (JAN/USP/INN); Neurontin (TN); Gralise (TN),ガバペン,ガバペンチン
D00333,Ganciclovir (JAN/USP/INN); Cytovene (TN); Vitrasert (TN); Zirgan (TN),デノシン,ガンシクロビル
D00334,Gemfibrozil (JAN/USP/INN); Lopid (TN),,ゲムフィブロジル
D00335,Glipizide (USP/INN); Glucotrol (TN),,グリピジド
D00336,Glyburide (USP); Glibenclamide (JP18/INN); Diabeta (TN); Glynase (TN); Micronase (TN),オイグルコン,グリベンクラミド
D00337,Guaifenesin (JP18/USP/INN); Hustosil (TN); Robitussin (TN),,グアイフェネシン
D00338,Halazepam (USAN/INN); Paxipam (TN),,ハラゼパム
D00339,Haloprogin (JAN/USAN/INN); Halotex (TN),,ハロプロジン
D00340,Hydrochlorothiazide (JP18/USP/INN); Esidrix (TN); Microzide (TN),,ヒドロクロロチアジド
D00341,Hydroxyurea (USP); Hydroxycarbamide (JAN/INN); Droxia (TN); Hydrea (TN); Siklos (TN),ハイドレア,ヒドロキシカルバミド
D00342,Idoxuridine (JP18/USP/INN); Dendrid (TN); Herplex (TN),,イドクスウリジン
D00343,Ifosfamide (JAN/USP/INN); Ifex (TN),イホマイド,イホスファミド
D00344,Imipenem and cilastatin sodium (JP18); Primaxin (TN),チエナム,イミペネム・シラスタチンナトリウム
D00345,Indapamide (JP18/USP); Lozol (TN); Natrix (TN),ナトリックス,インダパミド
D00346,Isoniazid (JP18/USP/INN); Laniazid (TN),イスコチン,イソニアジド
D00347,Isosorbide (JP18/USP/INN); Ismotic (TN); Isobide (TN),イソソルビド,イソソルビド
D00348,Isotretinoin (JAN/USP); Absorica (TN); Accutane (TN); Sotret (TN),,イソトレチノイン
D00349,Isradipine (USP/INN); Dynacirc (TN),,イスラジピン
D00350,Itraconazole (JP18/USP); Itrizole (TN); Sporanox (TN),イトリゾール,イトラコナゾール
D00351,Ketoconazole (JP18/USP); Nizoral (TN); Xolegel (TN),ケトコナゾール,ケトコナゾール
D00352,Lactulose (JP18/USP/INN); Cephulac (TN); Chronulac (TN),モニラック,ラクツロース
D00353,Lamivudine (JAN/USP/INN); Epivir (TN),エピビル,ラミブジン
D00354,Lamotrigine (JAN/USP/INN); Lamictal (TN),ラミクタール,ラモトリギン
D00355,Lansoprazole (JP18/USP/INN); Prevacid (TN),タケプロン,ランソプラゾール
D00356,Latanoprost (JAN/USP/INN); Xalatan (TN),キサラタン,ラタノプロスト
D00357,Losartan potassium (JP18/USP); Cozaar (TN),ニューロタン,ロサルタンカリウム
D00358,Lidocaine (JP18/USP/INN); Dentipatch (TN); Xylocaine (TN),ペンレス,リドカイン
D00359,Lovastatin (USP/INN); MK-803; ML-530B; Mevacor (TN),,ロバスタチン
D00360,Lindane (USP/INN); Kwell (TN),,リンダン
D00361,Liotrix (USP); Levothyroxine sodium and liothyronine sodium; Thyrolar (TN),,リオトリックス
D00362,Lisinopril (USP); Lisinopril hydrate (JP18); Lisinopril dihydrate; Prinivil (TN); Zestril (TN),ロンゲス,リシノプリル水和物
D00363,Lomustine (JAN/USP/INN); Gleostine (TN),,ロムスチン
D00364,Loratadine (JAN/USP/INN); Claritin (TN),クラリチン,ロラタジン
D00365,Lorazepam (JP18/USP/INN); Ativan (TN),ロラピタ,ロラゼパム
D00366,Lypressin (USAN/INN); Diapid (TN),,ライプレシン
D00367,Mazindol (JAN/USP/INN); Sanorex (TN),サノレックス,マジンドール
D00368,Mebendazole (JAN/USP/INN); Vermox (TN),メベンダゾール,メベンダゾール
D00369,Melphalan (JP18/USP/INN); Alkeran (TN),アルケラン,メルファラン
D00370,Temazepam (USP/INN); Restoril (TN),,テマゼパム
D00371,Theophylline (JP18); Elixophyllin (TN); Quibron-t (TN); Theo-24 (TN); Theodur G (TN); Theolair (TN); Uniphyl (TN),テオドール,テオフィリン
D00372,Thiabendazole (USP); Tiabendazole (JAN/INN); Mintezol (TN),,チアベンダゾール
D00373,Thioridazine (USP/INN); Mellaril-S (TN),,チオリダジン
D00374,Thiothixene (USP); Tiotixene (JAN); Navane (TN),,チオチキセン
D00375,Mephenytoin (USP/INN); Mesantoin (TN),,メフェニトイン
D00376,Meprobamate (JAN/USP/INN); Equanil (TN); Miltown (TN),,メプロバメート
D00377,Mesalamine (USP); Mesalazine (JP18/INN); Apriso (TN); Asacol (TN); Canasa (TN); Delzicol (TN); Lialda (TN); Mesalamine (TN); Pentasa (TN); Rowasa (TN); Sfrowasa (TN),アサコール,メサラジン
D00378,Timolol (USAN); Timolol hemihydrate; Betimol (TN),,チモロール水和物
D00379,Tolazamide (JAN/USP/INN); Tolinase (TN),,トラザミド
D00380,Tolbutamide (JAN/USP/INN); Orinase (TN),,トルブタミド
D00381,Tolnaftate (JP18/USP/INN); Separin (TN); Tinactin (TN),ハイアラージン,トルナフタート
D00382,Torsemide (USP); Torasemide (JAN/INN); Demadex (TN); Luprac (TN),ルプラック,トラセミド
D00383,Trandolapril (JAN/USP/INN); Mavik (TN),オドリック,トランドラプリル
D00384,Triacetin (USP/INN); Enzactin (TN),,トリアセチン
D00385,Triamcinolone (JP18/USP/INN); Aristocort (TN); Kenacort (TN),レダコート,トリアムシノロン
D00386,Triamterene (JP18/USP/INN); Dyrenium (TN),トリテレン,トリアムテレン
D00387,Triazolam (JP18/USP/INN); Halcion (TN),ハルシオン,トリアゾラム
D00388,Triclofos sodium (JP18/USAN); Tricloryl (TN),トリクロリール,トリクロホスナトリウム
D00389,Metandienone (INN); Methandrostenolone; Dianabol (TN),,メタンジエノン
D00390,Triflupromazine (USP/INN); Vesprin (TN),,トリフルプロマジン
D00391,Trifluridine (JAN/USP/INN); Viroptic (TN),,トリフルリジン
D00392,Trimethadione (JP18/INN); Tridione (TN),ミノアレ,トリメタジオン
D00393,Methenamine (USP/INN); Hexamine (JAN); Hexamine (TN),,ヘキサミン
D00394,Trimipramine (USAN/INN),,トリミプラミン
D00395,Troglitazone (JAN/USAN/INN); Rezulin (TN),,トログリタゾン
D00396,Tromethamine (USP); Trometamol (JAN/INN); THAM (TN),,トロメタモール
D00397,Tropicamide (JP18/USP/INN); Mydriacyl (TN),ミドリン,トロピカミド
D00398,Valacyclovir hydrochloride (USP); Valaciclovir hydrochloride (JP18); Valtrex (TN),バラシクロビル,バラシクロビル塩酸塩
D00399,Valproic acid (USP); Depakene (TN),,バルプロ酸
D00400,Valsartan (JP18/USP/INN); Diovan (TN),ディオバン,バルサルタン
D00401,Methimazole (USP); Thiamazole (JP18/INN); Tapazole (TN),メルカゾール,チアマゾール
D00402,Methocarbamol (JAN/USP/INN); Delaxin (TN); Robaxin (TN),ロバキシン,メトカルバモール
D00403,Methotrimeprazine (USP); Levomepromazine (USAN/INN); Levoprome (TN),,レボメプロマジン
D00404,Methsuximide (USP); Mesuximide (INN); Celontin (TN),,メトスクシミド
D00405,Methyldopa (USP); Methyldopa hydrate (JP18); Aldomet (TN),アルドメット,メチルドパ水和物
D00406,Vidarabine (USAN); Vidarabine monohydrate; Vira-A (TN),,ビダラビン水和物
D00407,Methylprednisolone (JP18/USP/INN); Medrol (TN),メドロール,メチルプレドニゾロン
D00408,Methyltestosterone (JP18/USP/INN); Android (TN); Testred (TN),,メチルテストステロン
D00409,Metronidazole (JP18/USP/INN); Flagyl (TN); Noritate (TN); Nuvessa (TN); Vandazole (TN),アネメトロ,メトロニダゾール
D00410,Metyrapone (JP18/USP/INN); Metopirone (TN),メトピロン,メチラポン
D00411,Zafirlukast (JAN/USAN/INN); Accolate (TN),,ザフィルルカスト
D00412,Zalcitabine (JAN/USP/INN); Hivid (TN),,ザルシタビン
D00413,Zidovudine (JP18/USP/INN); Azidothymidine; Retrovir (TN),レトロビル,ジドブジン
D00414,Zileuton (USP/INN); Zyflo (TN),,ジロートン
D00415,Zolmitriptan (JAN/USP/INN); Zomig (TN),ゾーミッグ,ゾルミトリプタン
D00416,Miconazole (JP18/USP/INN); Monistat (TN); Oravig (TN),オラビ,ミコナゾール
D00417,Milrinone (JAN/USP/INN); Milrila (TN),ミルリーラ,ミルリノン
D00418,Minoxidil (JAN/USP/INN); Loniten (TN); Riup (TN); Rogaine (TN),,ミノキシジル
D00419,Misoprostol (JAN/USP/INN); Cytotec (TN),サイトテック,ミソプロストール
D00420,Mitotane (JAN/USP/INN); Lysodren (TN),オペプリム,ミトタン
D00421,Ramipril (USP/INN); Altace (TN),,ラミプリル
D00422,Ranitidine (USAN/INN); Ranitidine (TN),,ラニチジン
D00423,Ribavirin (JP18/USP/INN); Copegus (TN); Rebetol (TN); Ribasphere (TN); Virazole (TN),レベトール,リバビリン
D00424,Rifabutin (JAN/USP/INN); Mycobutin (TN),ミコブティン,リファブチン
D00425,Nabumetone (JP18/USP/INN); Relafen (TN),レリフェン,ナブメトン
D00426,Risperidone (JP18/USP/INN); Risperdal (TN),リスパダール,リスペリドン
D00427,Ritonavir (JAN/USP/INN); Norvir (TN),ノービア,リトナビル
D00428,Salsalate (USP/INN); Sasapyrine (JAN); Disalcid (TN),,サザピリン
D00429,Saquinavir (JAN/USP/INN); Fortovase (TN),,サキナビル
D00430,Secobarbital (USP/INN); Seconal (TN),,セコバルビタール
D00431,Metolazone (JAN/USP/INN); Zaroxolyn (TN),,メトラゾン
D00432,Nadolol (JP18/USP/INN); Corgard (TN),ナディック,ナドロール
D00433,"Sulfadiazine, silver (USP); Sulfadiazine silver (JP18); Silvadene (TN)",ゲーベン,スルファジアジン銀
D00434,Simvastatin (JP18/USP/INN); MK-733; Zocor (TN),リポバス,シンバスタチン
D00435,Nevirapine (JAN/USP/INN); Viramune (TN),ビラミューン,ネビラピン
D00436,Niclosamide (USAN/INN); Niclocide (TN),,ニクロサミド
D00437,Nifedipine (JP18/USP/INN); Adalat (TN); Afeditab CR (TN); Procardia (TN),アダラート,ニフェジピン
D00438,Nimodipine (USP/INN); Nimotop (TN); Nymalize (TN),,ニモジピン
D00439,Nitrofurantoin (JAN/USP/INN); Furadantin (TN); Macrobid (TN),,ニトロフラントイン
D00440,Nizatidine (JP18/USP/INN); Acinon (TN); Axid (TN),アシノン,ニザチジン
D00441,Octabenzone (USAN),,オクタベンゾン
D00442,Octreotide (USAN/INN),,オクトレオチド
D00443,Spironolactone (JP18/USP/INN); Aldactone (TN),アルダクトン,スピロノラクトン
D00444,Stanozolol (JAN/USP/INN); Winstrol (TN),,スタノゾロール
D00445,Stavudine (USAN/INN); Sanilvudine (JAN); Zerit (TN),,サニルブジン
D00446,Sucralfate (USP/INN); Sucralfate hydrate (JP18); Carafate (TN),アルサルミン,スクラルファート水和物
D00447,Sulfamethoxazole (JP18/USP/INN); Gantanol (TN),,スルファメトキサゾール
D00448,Sulfasalazine (USP/INN); Salazosulfapyridine (JP18); Azulfidine (TN),アザルフィジン,サラゾスルファピリジン
D00449,Sulfinpyrazone (JAN/USP/INN); Anturane (TN),,スルフィンピラゾン
D00450,Sulfisoxazole (JP18/USP); Sulfafurazole (INN); Gantrisin (TN),,スルフイソキサゾール
D00451,Sumatriptan (JAN/USP/INN); Imigran (TN); Imitrex (TN),イミグラン,スマトリプタン
D00452,Suprofen (JAN/USP/INN); Profenal (TN),,スプロフェン
D00453,Ofloxacin (JP18/USP/INN); Floxin (TN),オフロキサシン,オフロキサシン
D00454,Olanzapine (JAN/USP/INN); Zyprexa (TN),ジプレキサ,オランザピン
D00455,Omeprazole (JP18/USP/INN); Prilosec (TN),オメプラゾン,オメプラゾール
D00456,Ondansetron (JAN/USP/INN); Zofran ODT (TN),,オンダンセトロン
D00457,Quazepam (JAN/USP/INN); Doral (TN),ドラール,クアゼパム
D00458,Quetiapine fumarate (JP18/USP); Seroquel (TN),セロクエル,クエチアピンフマル酸塩
D00459,Quinapril hydrochloride (JP18/USP); Accupril (TN),,キナプリル塩酸塩
D00460,Oxamniquine (USAN/INN); Mansil (TN); Vansil (TN),,オキサムニキン
D00461,Quinethazone (JAN/INN); Hydromox (TN),,キネタゾン
D00462,Oxandrolone (JAN/USP/INN); Oxandrin (TN),,オキサンドロロン
D00463,Oxaprozin (JP18/USP/INN); Daypro (TN),アルボ,オキサプロジン
D00464,Oxazepam (JAN/USP/INN); Serax (TN),,オキサゼパム
D00465,Oxybutynin (USAN/INN); Anturol (TN); Oxytrol (TN),,オキシブチニン
D00466,Piperacillin sodium (JP18/USP); Pentcillin (TN); Pipracil (TN),ピペラシリンNa,ピペラシリンナトリウム
D00467,Pipobroman (JAN/USAN/INN); Vercyte (TN),,ピポブロマン
D00468,Plicamycin (USAN/INN); Mithracin (TN),,プリカマイシン
D00469,Pralidoxime chloride (USP); Pralidoxime (INN); Protopam (TN),,プラリドキシム塩化物
D00470,Prazepam (JP18/USAN/INN); Centrax (TN),,プラゼパム
D00471,Praziquantel (JAN/USP/INN); Biltricide (TN),ビルトリシド,プラジカンテル
D00472,Prednisolone (JP18/USP/INN); Delta-cortef (TN),プレドニゾロン,プレドニゾロン
D00473,Prednisone (USP); Prednisone monohydrate; Deltasone (TN); Meticorten (TN); Rayos (TN),,プレドニゾン水和物
D00474,Primidone (JP18/USP/INN); Mysoline (TN),プリミドン,プリミドン
D00475,Probenecid (JP18/USP/INN); Benemid (TN),ベネシッド,プロベネシド
D00476,Probucol (JP18/USP/INN); Lorelco (TN),シンレスタール,プロブコール
D00477,Procainamide hydrochloride (JP18/USP); Procan SR (TN); Procanbid (TN); Pronestyl (TN),アミサリン,プロカインアミド塩酸塩
D00478,Procarbazine hydrochloride (JP18/USP); Matulane (TN),塩酸プロカルバジン,プロカルバジン塩酸塩
D00479,Prochlorperazine maleate (JP18/USP); Compazine (TN),ノバミン,プロクロルペラジンマレイン酸塩
D00480,Promethazine hydrochloride (JP18/USP); Phenergan (TN); Promethegan (TN),ヒベルナ,プロメタジン塩酸塩
D00481,Propantheline bromide (JP18/USP/INN); Pro-banthine (TN),プロ・バンサイン,プロパンテリン臭化物
D00482,Propoxyphene hydrochloride (USAN); Dextropropoxyphene hydrochloride; Darvon (TN),,プロポキシフェン塩酸塩
D00483,Propranolol hydrochloride (JP18/USP); Inderal (TN); Innopran XL (TN),インデラル,プロプラノロール塩酸塩
D00484,Protriptyline hydrochloride (USP); Vivactil (TN),,プロトリプチリン塩酸塩
D00485,Pseudoephedrine hydrochloride (USP); Sudafed (TN),,塩酸プソイドエフェドリン
D00486,Pyrantel pamoate (JP18/USP); Antiminth (TN),コンバントリン,ピランテルパモ酸塩
D00487,Pyridostigmine bromide (JP18/USP/INN); Mestinon (TN),メスチノン,ピリドスチグミン臭化物
D00488,Pyrimethamine (JAN/USP/INN); Daraprim (TN),,ピリメタミン
D00489,Pyrvinium pamoate (JAN/USP); Povan (TN),,パモ酸ピルビニウム
D00490,Oxymetholone (JP18/USP/INN); Anadrol-50 (TN),,オキシメトロン
D00491,Paclitaxel (JAN/USP/INN); Abraxane (TN); Taxol (TN),アブラキサン,パクリタキセル
D00492,Pancuronium bromide (JP18/USP/INN); Pavulon (TN),,パンクロニウム臭化物
D00493,Prochlorperazine (JAN/USP/INN); Compro (TN),,プロクロルペラジン
D00494,Promethazine (JAN/INN),,プロメタジン
D00495,Paramethadione (INN); Paradione (TN),,パラメタジオン
D00496,Penicillamine (JAN/USP/INN); Cuprimine (TN); Depen (TN),メタルカプターゼ,ペニシラミン
D00497,Penicillin V potassium (USP); Phenoxymethylpenicillin potassium (JAN); Veetids (TN),,フェノキシメチルペニシリンカリウム
D00498,Pentazocine (JP18/USP/INN); Fortral (TN),ソセゴン,ペンタゾシン
D00499,Pentobarbital (USP/INN); Nembutal (TN),,ペントバルビタール
D00500,Pentobarbital sodium (JAN/USP); Nembutal sodium (TN),,ペントバルビタールナトリウム
D00501,Pentoxifylline (JAN/USP/INN); Pentoxil (TN); Trental (TN),,ペントキシフィリン
D00502,Pergolide mesylate (USP); Pergolide mesilate (JAN); Permax (TN),ペルマックス,ペルゴリドメシル酸塩
